cell,port_name,port_direction,description
ipn5adcsararrayshr_quad_quartet,o_quad_qrt3_sars_valid<3:0>,output,
ipn5adcsararrayshr_quad_quartet,o_quad_qrt0_sars_valid<3:0>,output,
ipn5adcsararrayshr_quad_quartet,o_quad_qrt2_sars_valid<3:0>,output,
ipn5adcsararrayshr_quad_quartet,o_quad_qrt1_sars_valid<3:0>,output,
ipn5adcsararrayshr_quad_quartet,o_quad_octet0_dacdrv_vref_fb,output,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt3_sar0_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt3_sar3_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt3_sar2_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt3_sar3_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar3_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt3_sar1_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar2_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar1_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar2_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar1_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar3_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt0_sar1_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt3_sar2_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,vcc_sar,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt0_sar1_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt0_sar2_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt0_sar0_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt1_sar1_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt1_sar1_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt1_sar2_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt1_sar2_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt1_sar3_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt1_sar3_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar0_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_quad_quartet,i_quad_qrt2_sar0_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,description,description,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet1_left_dcmon_n,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_dis_clgc<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_quad_dcmon_p,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar2_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_dis_clgc<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_dcmon_en,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_add_domain_dis,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_address_out<4:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_reg_rstb,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_strb_all_in,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_address_in<4:0>,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_dis_clgc<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_quad_dcmon_n,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_dis_clgc<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar0_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar1_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_dcmon_en,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt0_sar3_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_dcmon_en,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_dcmon_en,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet1_right_dcmon_p,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet1_right_dcmon_n,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar1_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_thl<1:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_add_domain_dis,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,vcc0p9_lv,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_strobe_all_out,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet0_left_dcmon_p,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar0_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_regs_rstb,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_quad_quartet_reg_data_in_fw<31:0>,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_quad_quartet_reg_read_data_out<31:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_quad_quartet_reg_data_in_fw<31:0>,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_quad_quartet_reg_read_data_in_fw<31:0>,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,vssx,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_add_subdom<2:0>,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet0_left_dcmon_n,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet0_right_dcmon_p,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet0_right_dcmon_n,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,i_octet1_left_dcmon_p,input,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar2_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar3_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar0_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar1_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar2_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt2_sar3_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar0_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar1_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar2_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt3_sar3_spare_fw,output,
ipn5adcsararrayshr_quad_quartet_regs_32bit,o_qrt1_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_quad_quaret_dfx_sw,description,description,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_left_dcmon_p_en,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_right_dcmon_p,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_left_dcmon_n,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,o_quad_dcmon_n,output,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_right_dcmon_n,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_left_dcmon_p,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,vssx,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_right_dcmon_p_en,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_right_dcmon_n_en,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,vcc0p9_lv,input,
ipn5adcsararrayshr_quad_quaret_dfx_sw,o_quad_dcmon_p,output,
ipn5adcsararrayshr_quad_quaret_dfx_sw,i_octet_left_dcmon_n_en,input,
ipn5anashr_dc_sw_svt_6n_half,description,description,
ipn5anashr_dc_sw_svt_6n_half,en,input,
ipn5anashr_dc_sw_svt_6n_half,vcc_i,input,
ipn5anashr_dc_sw_svt_6n_half,vssx,input,
ipn5anashr_dc_sw_svt_6n_half,sig_out,output,
ipn5anashr_dc_sw_svt_6n_half,sig_in,input,
ipn5adcsararrayshr_decoder_regs_unit,description,description,
ipn5adcsararrayshr_decoder_regs_unit,vssx,input,
ipn5adcsararrayshr_decoder_regs_unit,read_data_out<31:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_dcmon_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar0_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar1_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar2_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar3_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar0_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_dis_clgc<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar1_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_dcmon_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_dis_clgc<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,read_data_in<31:0>,input,
ipn5adcsararrayshr_decoder_regs_unit,write_data_in<31:0>,input,
ipn5adcsararrayshr_decoder_regs_unit,write_data_buf_out<31:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet0_right_dcmon_p_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet0_right_dcmon_n_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet1_left_dcmon_n_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar0_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar1_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt3_sar3_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_dis_clgc<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_dcmon_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar2_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar0_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar0_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar3_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar1_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar2_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar2_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar1_gain_per_sar_fw<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt0_sar3_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_dis_clgc<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_init_clgc_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,irstb,input,
ipn5adcsararrayshr_decoder_regs_unit,strb_all_in,input,
ipn5adcsararrayshr_decoder_regs_unit,add_domain_dis,input,
ipn5adcsararrayshr_decoder_regs_unit,address_out<4:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,vcc0p9_lv,input,
ipn5adcsararrayshr_decoder_regs_unit,add_domain_dis_out,output,
ipn5adcsararrayshr_decoder_regs_unit,add_in<4:0>,input,
ipn5adcsararrayshr_decoder_regs_unit,o_thl<1:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,add_subdom<2:0>,input,
ipn5adcsararrayshr_decoder_regs_unit,o_octet0_left_dcmon_n_en,output,
ipn5adcsararrayshr_decoder_regs_unit,orstb,output,
ipn5adcsararrayshr_decoder_regs_unit,strobe_all_out,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_dcmon_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet0_left_dcmon_p_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet1_right_dcmon_p_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet1_right_dcmon_n_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_octet1_left_dcmon_p_en,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_dcmon_0p9_sar_en_fw<3:0>,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt2_sar3_spare_fw,output,
ipn5adcsararrayshr_decoder_regs_unit,o_qrt1_sar2_spare_fw,output,
ipn5anashr_reg_dec_32units,description,description,
ipn5anashr_reg_dec_32units,add2,input,
ipn5anashr_reg_dec_32units,reg_d_out<31:0>,output,
ipn5anashr_reg_dec_32units,tie_hi,output,
ipn5anashr_reg_dec_32units,read_d_in<31:0>,input,
ipn5anashr_reg_dec_32units,write_d_in<31:0>,input,
ipn5anashr_reg_dec_32units,vssx,input,
ipn5anashr_reg_dec_32units,add0,input,
ipn5anashr_reg_dec_32units,add1,input,
ipn5anashr_reg_dec_32units,strb_all_in,input,
ipn5anashr_reg_dec_32units,read_d_out<31:0>,output,
ipn5anashr_reg_dec_32units,reg_prstb<31:0>,input,
ipn5anashr_reg_dec_32units,add_domain_dis,input,
ipn5anashr_reg_dec_32units,add3,input,
ipn5anashr_reg_dec_32units,vcc1p0_lv,input,
ipn5anashr_reg_dec_32units,add4,input,
ipn5anashr_reg_dec_32units,reg_rstb<31:0>,input,
ipn5adcsararrayshr_octet,description,description,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar2_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sig_n,input,
ipn5adcsararrayshr_octet,o_oct_qrt0_sar0_data<5:0>,output,
ipn5adcsararrayshr_octet,i_oct_down_dcmon_vccsar_sar_en_fw<3:0>,input,
ipn5adcsararrayshr_octet,i_oct_down_dcmon_vccsar_sel_fw<3:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar3_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar3_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar3_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar3_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar0_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_down_en_runinv_for_pd_fw,input,
ipn5adcsararrayshr_octet,i_oct_down_nob_fw<1:0>,input,
ipn5adcsararrayshr_octet,i_oct_up_sar_global_spare_fw<1:0>,input,
ipn5adcsararrayshr_octet,o_oct_down_rstb_vccsar_fw,output,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar0_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,vcc_sar,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar0_gain_per_sar_fw<1:0>,input,
ipn5adcsararrayshr_octet,o_oct_mid_down_dac_rst_force_fw,output,
ipn5adcsararrayshr_octet,o_oct_up_en_runinv_for_pd_fw,output,
ipn5adcsararrayshr_octet,o_oct_mid_up_allpwrgood_vccsar_fw,output,
ipn5adcsararrayshr_octet,o_oct_up_sar_global_spare_fw<1:0>,output,
ipn5adcsararrayshr_octet,i_oct_qrt0_dcmon_en_fw,input,
ipn5adcsararrayshr_octet,i_oct_down_allpwrgood_vcc0p9_fw,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar0_spare_fw,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar1_spare_fw,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_init_clgc_fw<3:0>,input,
ipn5adcsararrayshr_octet,o_oct_down_slc_tail_dly_fw<1:0>,output,
ipn5adcsararrayshr_octet,o_oct_down_slc_tail_en_fw,output,
ipn5adcsararrayshr_octet,o_oct_qrt0_clk_buf,output,
ipn5adcsararrayshr_octet,i_oct_qrt0_sig_p,input,
ipn5adcsararrayshr_octet,o_oct_qrt0_hsmon_dfx,output,
ipn5adcsararrayshr_octet,o_oct_qrt0_sar_valid<3:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt0_sar3_data<5:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt0_sar2_data<5:0>,output,
ipn5adcsararrayshr_octet,i_oct_up_dcmon_vccsar_sar_en_fw<3:0>,input,
ipn5adcsararrayshr_octet,i_oct_up_dac_clr_force_fw,input,
ipn5adcsararrayshr_octet,i_oct_up_dac_clr_dis_fw,input,
ipn5adcsararrayshr_octet,o_oct_qrt1_clk_buf,output,
ipn5adcsararrayshr_octet,i_oct_qrt1_clgc_rst,input,
ipn5adcsararrayshr_octet,o_oct_qrt1_sar0_data<5:0>,output,
ipn5adcsararrayshr_octet,i_oct_up_dcmon_0p9_sel_fw<1:0>,input,
ipn5adcsararrayshr_octet,o_oct_down_dcmon_vccsar_sel_fw<3:0>,output,
ipn5adcsararrayshr_octet,i_oct_mid_up_en_runinv_for_pd_fw,input,
ipn5adcsararrayshr_octet,o_oct_down_dac_clr_dis_fw,output,
ipn5adcsararrayshr_octet,i_oct_qrt0_clgc_rst,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sig_n,input,
ipn5adcsararrayshr_octet,o_oct_dcmon_p_dfx,output,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar0_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar1_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar1_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar1_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar1_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar2_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar2_slc_vofcn<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar2_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_up_allpwrgood_vcc0p9_fw,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar3_spare_fw,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar1_gain_per_sar_fw<1:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_sar0_slc_vofcp<5:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar2_gain_per_sar_fw<1:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_init_clgc_fw<3:0>,input,
ipn5adcsararrayshr_octet,i_oct_up_dac_clr_dly_fw<2:0>,input,
ipn5adcsararrayshr_octet,o_oct_down_en_runinv_for_pd_fw,output,
ipn5adcsararrayshr_octet,o_oct_down_nob_fw<1:0>,output,
ipn5adcsararrayshr_octet,o_oct_dacdrv_vref_fb,output,
ipn5adcsararrayshr_octet,i_oct_dacdrv_amp_in,input,
ipn5adcsararrayshr_octet,o_oct_qrt1_sar1_data<5:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt1_sar2_data<5:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt1_sar3_data<5:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt1_sar_valid<3:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt0_sar1_data<5:0>,output,
ipn5adcsararrayshr_octet,i_oct_clk_in<1:0>,input,
ipn5adcsararrayshr_octet,vssx,input,
ipn5adcsararrayshr_octet,i_th2_boost_ldo_0p7_down,input,
ipn5adcsararrayshr_octet,i_oct_up_dacdrv_rst_force_fw,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_dac_rst_force_fw,input,
ipn5adcsararrayshr_octet,o_oct_up_allpwrgood_vccsar_fw,output,
ipn5adcsararrayshr_octet,o_oct_mid_up_rstb_vccsar_fw,output,
ipn5adcsararrayshr_octet,i_oct_qrt1_dis_clgc_fw<3:0>,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_slc_en_dly_ctrl_fw<3:0>,input,
ipn5adcsararrayshr_octet,o_oct_down_allpwrgood_vcc0p9_fw,output,
ipn5adcsararrayshr_octet,vssx_psub,output,
ipn5adcsararrayshr_octet,vcc0p9_lv,input,
ipn5adcsararrayshr_octet,i_oct_qrt1_clk_buf,input,
ipn5adcsararrayshr_octet,o_oct_down_dac_clr_force_fw,output,
ipn5adcsararrayshr_octet,o_oct_mid_up_slc_tail_dly_fw<1:0>,output,
ipn5adcsararrayshr_octet,o_oct_mid_up_nob_fw<1:0>,output,
ipn5adcsararrayshr_octet,o_oct_down_rstb_0p9_fw,output,
ipn5adcsararrayshr_octet,i_oct_qrt0_sar0_gain_per_sar_fw<1:0>,input,
ipn5adcsararrayshr_octet,i_oct_qrt0_dis_clgc_fw<3:0>,input,
ipn5adcsararrayshr_octet,o_oct_up_dcmon_vccsar_sel_fw<3:0>,output,
ipn5adcsararrayshr_octet,o_oct_qrt1_clgc_rst,output,
ipn5adcsararrayshr_octet,o_oct_up_dacdrv_rst_force_fw,output,
ipn5adcsararrayshr_octet,i_oct_qrt0_dcmon_0p9_sar_en_fw<3:0>,input,
ipn5adcsararrayshr_octet,o_oct_mid_down_allpwrgood_vccsar_fw,output,
ipn5adcsararrayshr_octet,o_oct_qrt0_clgc_rst,output,
ipn5adcsararrayshr_octet,i_oct_mid_down_allpwrgood_vccsar_fw,input,
ipn5adcsararrayshr_octet,i_oct_mid_up_rstb_vccsar_fw,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_dcmon_vccsar_sel_fw<3:0>,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_slc_tail_en_fw,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_slc_tail_dly_fw<1:0>,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_rstb_vccsar_fw,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_en_runinv_for_pd_fw,input,
ipn5adcsararrayshr_octet,i_oct_mid_down_nob_fw<1:0>,input,
ipn5adcsararrayshr_octet,i_th2_boost_ldo_0p7_up,input,
ipn5adcsararrayshr_octet,o_oct_up_allpwrgood_vcc0p9_fw,output,
ipn5adcsararrayshr_octet,o_oct_mid_down_dcmon_vccsar_sel_fw<3:0>,output,
ipn5adcsararrayshr_octet,o_oct_mid_down_slc_tail_en_fw,output,
